week_start,source,skill,salary_currency,salary_count,salary_midpoint_median,salary_midpoint_min,salary_midpoint_max
2026-06-15,itviec,Data Engineer,USD,4,2375,1750,3000
2026-06-15,itviec,Database,USD,2,250,250,250
2026-06-15,itviec,Deep Learning,USD,1,1500,1500,1500
2026-06-15,itviec,DevOps,USD,1,1050,1050,1050
2026-06-15,itviec,Docker,USD,1,1500,1500,1500
2026-06-15,itviec,Docker,VND,2,33500000,33500000,33500000
2026-06-15,itviec,ERP,VND,1,80000000,80000000,80000000
2026-06-15,itviec,ETL,USD,2,3000,3000,3000
2026-06-15,itviec,English,USD,2,1400,1050,1750
2026-06-15,itviec,English,VND,1,80000000,80000000,80000000
2026-06-15,itviec,Fullstack,VND,2,33500000,33500000,33500000
2026-06-15,itviec,GCP,USD,4,2875,2750,3000
2026-06-15,itviec,Go,VND,2,33500000,33500000,33500000
2026-06-15,itviec,Hardware Troubleshooting,VND,1,35000000,35000000,35000000
2026-06-15,itviec,Internship Accepted,USD,2,250,250,250
2026-06-15,itviec,JSON,USD,2,1750,1750,1750
2026-06-15,itviec,Japanese,USD,2,250,250,250
2026-06-15,itviec,Java,VND,2,33500000,33500000,33500000
2026-06-15,itviec,JavaScript,USD,1,1050,1050,1050
2026-06-15,itviec,LLM,USD,1,1550,1550,1550
2026-06-15,itviec,Linux,VND,1,35000000,35000000,35000000
2026-06-15,itviec,Machine Learning,USD,2,1525,1500,1550
2026-06-15,itviec,MySQL,VND,2,33500000,33500000,33500000
2026-06-15,itviec,Node.js,VND,2,33500000,33500000,33500000
2026-06-15,itviec,OOP,USD,2,250,250,250
2026-06-15,itviec,Odoo,VND,1,80000000,80000000,80000000
2026-06-15,itviec,PostgreSQL,USD,3,1750,1750,2250
2026-06-15,itviec,PostgreSQL,VND,3,33500000,33500000,80000000
2026-06-15,itviec,PyTorch,USD,1,1500,1500,1500
2026-06-15,itviec,Python,USD,11,1750,1050,3000
2026-06-15,itviec,Python,VND,4,34250000,33500000,80000000
2026-06-15,itviec,QA,USD,4,2250,1050,2750
2026-06-15,itviec,QA QC,USD,1,1750,1750,1750
2026-06-15,itviec,React,USD,1,2250,2250,2250
2026-06-15,itviec,Redis,VND,2,33500000,33500000,33500000
2026-06-15,itviec,SQL,USD,8,1750,250,3000
2026-06-15,itviec,Solution Architecture,VND,1,80000000,80000000,80000000
2026-06-15,itviec,System Admin,VND,1,35000000,35000000,35000000
2026-06-15,itviec,Team Management,USD,1,1750,1750,1750
2026-06-15,itviec,TensorFlow,USD,1,1500,1500,1500
2026-06-15,itviec,Tester,USD,1,1750,1750,1750
2026-06-15,itviec,TypeScript,USD,1,1750,1750,1750
2026-06-15,itviec,VMware,VND,1,35000000,35000000,35000000
2026-06-15,itviec,Windows,USD,2,250,250,250
2026-06-15,topcv,(unknown),VND,5,20500000,20000000,25000000
2026-06-15,topcv,A/B Testing,unknown,1,3,3,3
2026-06-15,topcv,AI,VND,3,21500000,9000000,21500000
2026-06-15,topcv,AI-assisted development tools,unknown,1,3,3,3
2026-06-15,topcv,Alibaba,unknown,1,3,3,3
2026-06-15,topcv,Amazon,unknown,1,3,3,3
2026-06-15,topcv,Android,VND,2,23750000,15000000,32500000
2026-06-15,topcv,Android kotlin,VND,1,32500000,32500000,32500000
2026-06-15,topcv,AutoCAD,VND,2,14500000,13000000,16000000
2026-06-15,topcv,Biết sử dụng SQL để khai thác và phân tích dữ liệu,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Bán Hàng B2b,VND,1,18500000,18500000,18500000
2026-06-15,topcv,C/C++,VND,2,21500000,21500000,21500000
2026-06-15,topcv,CI/CD,unknown,1,3,3,3
2026-06-15,topcv,CSS,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Chăm Sóc Khách Hàng,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Chứng chỉ liên quan của UBCK,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Chứng chỉ tiếng Anh,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Chứng chỉ về network,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Client/Server game,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Cloud Services,unknown,1,3,3,3
2026-06-15,topcv,Communication,unknown,1,3,3,3
2026-06-15,topcv,Computer Vision,VND,2,21500000,21500000,21500000
2026-06-15,topcv,Confluence,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Css3,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Các công cụ trực quan hóa dữ liệu (Tableau,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Cẩn thận,VND,1,10000000,10000000,10000000
2026-06-15,topcv,Data crawling systems,unknown,1,3,3,3
2026-06-15,topcv,Docker,VND,2,30000000,30000000,30000000
2026-06-15,topcv,Docker,unknown,1,3,3,3
2026-06-15,topcv,ETL pipelines,unknown,1,3,3,3
2026-06-15,topcv,Email,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Eplan,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Etsy,unknown,1,3,3,3
2026-06-15,topcv,Excel,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Figma,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Game PC,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Game online,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Giao thức truyền thông IoT,VND,2,21500000,21500000,21500000
2026-06-15,topcv,Giao tiếp tốt,VND,1,10000000,10000000,10000000
2026-06-15,topcv,Giao tiếp và làm việc với các bên liên quan,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Go,VND,2,30000000,30000000,30000000
2026-06-15,topcv,Go,unknown,1,3,3,3
2026-06-15,topcv,Go (golang),VND,1,30000000,30000000,30000000
2026-06-15,topcv,Google Places,unknown,1,3,3,3
2026-06-15,topcv,GraphQL APIs,unknown,1,3,3,3
2026-06-15,topcv,HTML,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Hiểu Biết Về Quản Lý Dự Án,VND,1,13000000,13000000,13000000
2026-06-15,topcv,Hiểu biết về các thiết bị mạng,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Hiểu biết về thiết bị IT,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Hiểu về ngành Chứng khoán và các nghiệp vụ liên quan đến Giao dịch Chứng khoán,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Html5,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Hỗ trợ kiểm thử và trực quan hóa dữ liệu,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Java,VND,4,30000000,17000000,32500000
2026-06-15,topcv,JavaScript,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Jetpack Compose,VND,1,32500000,32500000,32500000
2026-06-15,topcv,Kinh Nghiệm Làm Việc Với Nhà Thầu,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Kinh nghiệm các dự án thực tế,VND,2,21500000,21500000,21500000
2026-06-15,topcv,Kinh nghiệm làm việc với chủ đầu tư Bất Động Sản,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Kinh nghiệm làm việc với công ty CNTT,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Kinh nghiệm trong mảng cho vay ký quỹ margin,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kinh nghiệm với các sản phẩm giáo dục hoặc liên quan giáo dục,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Kiến Thức Về Hệ Điều Hành,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kiến Thức Về It Telecom,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Kiến thức cơ bản về dữ liệu và truy vấn dữ liệu,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kiến thức về các giải pháp CNTT,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kotlin,VND,2,23750000,15000000,32500000
2026-06-15,topcv,Kubernetes,VND,1,30000000,30000000,30000000
2026-06-15,topcv,Kỹ Năng Xây Dựng Giải Pháp,VND,1,15000000,15000000,15000000
2026-06-15,topcv,Kỹ năng giao tiếp,VND,2,20000000,20000000,20000000
2026-06-15,topcv,Kỹ năng kiểm thử sản phẩm phần mềm,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kỹ năng mềm (excel,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Kỹ năng đàm phán,VND,3,20000000,15000000,20000000
2026-06-15,topcv,Laravel,VND,1,30000000,30000000,30000000
2026-06-15,topcv,Laravel,unknown,1,3,3,3
2026-06-15,topcv,Lập Kế Hoạch Kinh Doanh,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Lập Trình Nhúng,VND,2,21500000,21500000,21500000
2026-06-15,topcv,Lập Trình Plc,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Lập trình Lua,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Machine Learning,VND,2,21500000,21500000,21500000
2026-06-15,topcv,Microsoft Excel,VND,1,13000000,13000000,13000000
2026-06-15,topcv,Microsoft Office,VND,1,13000000,13000000,13000000
2026-06-15,topcv,MongoDB,VND,1,30000000,30000000,30000000
2026-06-15,topcv,MongoDB,unknown,1,3,3,3
2026-06-15,topcv,MySQL,VND,2,30000000,30000000,30000000
2026-06-15,topcv,MySQL,unknown,1,3,3,3
2026-06-15,topcv,Ngôn ngữ lập trình (Python/R),VND,1,17000000,17000000,17000000
2026-06-15,topcv,Node.js,VND,2,30000000,30000000,30000000
2026-06-15,topcv,Node.js,unknown,1,3,3,3
2026-06-15,topcv,Nosql Databases,unknown,1,3,3,3
2026-06-15,topcv,Nắm bắt được thông tin hãng/ sản phẩm cạnh tranh,VND,1,16000000,16000000,16000000
2026-06-15,topcv,PHP,VND,1,30000000,30000000,30000000
2026-06-15,topcv,PHP,unknown,1,3,3,3
2026-06-15,topcv,Performance Optimization,unknown,1,3,3,3
2026-06-15,topcv,Phát Triển Game,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Phân Tích Thị Trường,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Phân Tích Yêu Cầu Nghiệp Vụ,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Phân tích và giải quyết vấn đề,VND,2,20500000,16000000,25000000
2026-06-15,topcv,Phân tích vấn đề,VND,1,47500000,47500000,47500000
2026-06-15,topcv,PostgreSQL,VND,3,30000000,30000000,32500000
2026-06-15,topcv,PostgreSQL,unknown,1,3,3,3
2026-06-15,topcv,Power BI),VND,1,17000000,17000000,17000000
2026-06-15,topcv,PowerPoint,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Problem-solving,unknown,1,3,3,3
2026-06-15,topcv,Python,VND,4,21500000,17000000,32500000
2026-06-15,topcv,Python,unknown,1,3,3,3
2026-06-15,topcv,QA,unknown,1,3,3,3
2026-06-15,topcv,Quản Lý Dự Án,VND,1,18500000,18500000,18500000
2026-06-15,topcv,RESTful APIs,unknown,1,3,3,3
2026-06-15,topcv,React,VND,1,9000000,9000000,9000000
2026-06-15,topcv,React,unknown,1,3,3,3
2026-06-15,topcv,Redis,VND,2,30000000,30000000,30000000
2026-06-15,topcv,Redis,unknown,1,3,3,3
2026-06-15,topcv,SQL,VND,3,30000000,29000000,30000000
2026-06-15,topcv,SQL,unknown,1,3,3,3
2026-06-15,topcv,SQL databases,unknown,1,3,3,3
2026-06-15,topcv,Shopify APIs,unknown,1,3,3,3
2026-06-15,topcv,Shopify App Development,unknown,1,3,3,3
2026-06-15,topcv,Sử Dụng Crm,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Sử Dụng Máy Tính Cơ Bản,VND,1,10000000,10000000,10000000
2026-06-15,topcv,Sử dụng Jira,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Sử dụng nền tảng xã hội như tiktok,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Sử dụng phần mềm Java/Confluence hoặc các công cụ tương tự trong quản lý Dự Án,VND,1,17000000,17000000,17000000
2026-06-15,topcv,Sử dụng phần mềm thiết kế mạch điện,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Tailwindcss,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Teamwork,unknown,1,3,3,3
2026-06-15,topcv,Thuyết trình,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Thành thạo Visio / Draw.io / BPMN / UML,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Tiếng Anh,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Tiếng Anh cơ bản,VND,1,13000000,13000000,13000000
2026-06-15,topcv,Trung thực,VND,1,10000000,10000000,10000000
2026-06-15,topcv,Trách Nhiệm,VND,1,10000000,10000000,10000000
2026-06-15,topcv,TypeScript,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Tìm hiểu/ hiểu biết về hệ thống đại lý,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Tìm kiếm khách hàng,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Tư Vấn Dịch Vụ,VND,2,20000000,20000000,20000000
2026-06-15,topcv,Tư duy logic,VND,1,47500000,47500000,47500000
2026-06-15,topcv,UI/UX principles,unknown,1,3,3,3
2026-06-15,topcv,Viết tài liệu hệ thống,VND,1,25000000,25000000,25000000
2026-06-15,topcv,Vue.js,VND,1,9000000,9000000,9000000
2026-06-15,topcv,Woocommerce,unknown,1,3,3,3
2026-06-15,topcv,Word,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Xây dựng mối quan hệ,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Xử Lý Lỗi,VND,1,47500000,47500000,47500000
2026-06-15,topcv,Xử lý tình huống,VND,2,20000000,20000000,20000000
2026-06-15,topcv,caching mechanisms,unknown,1,3,3,3
2026-06-15,topcv,chủ động trong công việc,VND,1,10000000,10000000,10000000
2026-06-15,topcv,facebook,VND,1,16000000,16000000,16000000
2026-06-15,topcv,game mobile,VND,1,47500000,47500000,47500000
2026-06-15,topcv,không nói ngọng,VND,1,10000000,10000000,10000000
2026-06-15,topcv,kỹ năng chăm sóc khách hàng,VND,1,15000000,15000000,15000000
2026-06-15,topcv,powerpoit...),VND,1,17000000,17000000,17000000
2026-06-15,topcv,youtube,VND,1,16000000,16000000,16000000
2026-06-15,topcv,Đàm phán,VND,1,18500000,18500000,18500000
2026-06-15,topcv,Đọc hiểu code,VND,1,47500000,47500000,47500000
2026-06-22,itviec,AI,USD,4,2875,1650,3250
2026-06-22,itviec,API,USD,1,1650,1650,1650
2026-06-22,itviec,AWS,USD,5,1500,1000,3250
2026-06-22,itviec,Android,USD,1,2000,2000,2000
2026-06-22,itviec,C#,USD,1,2500,2500,2500
2026-06-22,itviec,CI/CD,USD,2,1000,1000,1000
2026-06-22,itviec,Cloud,USD,4,2125,1000,3250
2026-06-22,itviec,DevOps,USD,2,1000,1000,1000
2026-06-22,itviec,Django,USD,2,1250,1250,1250
2026-06-22,itviec,Docker,USD,4,1250,1000,2000
2026-06-22,itviec,ETL,USD,2,1250,1250,1250
2026-06-22,itviec,English,USD,2,2125,2000,2250
2026-06-22,itviec,FastAPI,USD,2,1250,1250,1250
2026-06-22,itviec,GCP,USD,5,1500,1000,3250
2026-06-22,itviec,Go,USD,1,2500,2500,2500
2026-06-22,itviec,HTML,USD,2,1250,1250,1250
2026-06-22,itviec,Java,USD,3,2000,1500,2500
2026-06-22,itviec,Kafka,USD,1,1500,1500,1500
2026-06-22,itviec,Kotlin,USD,1,2000,2000,2000
2026-06-22,itviec,Kubernetes,USD,4,1125,1000,1250
2026-06-22,itviec,Leadership,USD,2,3250,3250,3250
2026-06-22,itviec,Machine Learning,USD,1,1650,1650,1650
2026-06-22,itviec,MySQL,USD,1,1500,1500,1500
2026-06-22,itviec,Node.js,USD,1,1650,1650,1650
2026-06-22,itviec,Oracle,USD,1,1500,1500,1500
2026-06-22,itviec,PostgreSQL,USD,3,1250,1250,1500
2026-06-22,itviec,Power Automate,USD,1,2250,2250,2250
2026-06-22,itviec,Python,USD,11,1650,1000,3250
2026-06-22,itviec,QA,USD,2,3250,3250,3250
2026-06-22,itviec,React,USD,2,1250,1250,1250
2026-06-22,itviec,Rust,USD,1,2500,2500,2500
2026-06-22,itviec,SQL,USD,2,1950,1650,2250
2026-06-22,itviec,Spring Boot,USD,1,1500,1500,1500
2026-06-22,itviec,System Architecture,USD,1,1500,1500,1500
2026-06-22,itviec,TypeScript,USD,1,1650,1650,1650
2026-06-22,topcv,(unknown),USD,1,1500,1500,1500
2026-06-22,topcv,(unknown),VND,4,22500000,14000000,27500000
2026-06-22,topcv,.NET,VND,1,15500000,15500000,15500000
2026-06-22,topcv,AI,VND,1,12500000,12500000,12500000
2026-06-22,topcv,AI Agents,VND,1,12500000,12500000,12500000
2026-06-22,topcv,AI Services (OpenAI,VND,1,17000000,17000000,17000000
2026-06-22,topcv,ASP,VND,1,25000000,25000000,25000000
2026-06-22,topcv,AWS,USD,1,750,750,750
2026-06-22,topcv,AWS,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Agile Development,USD,1,750,750,750
2026-06-22,topcv,Authentication,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Authorization,VND,1,12500000,12500000,12500000
2026-06-22,topcv,AutoCAD,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Automation Test,VND,1,18000000,18000000,18000000
2026-06-22,topcv,Azure,USD,1,750,750,750
2026-06-22,topcv,Azure,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Azure AI),VND,1,17000000,17000000,17000000
2026-06-22,topcv,Bootstrap,VND,1,25000000,25000000,25000000
2026-06-22,topcv,C#,USD,1,750,750,750
2026-06-22,topcv,C#,VND,2,19750000,15500000,24000000
2026-06-22,topcv,CI/CD,VND,2,21000000,17000000,25000000
2026-06-22,topcv,CSDL,VND,1,18000000,18000000,18000000
2026-06-22,topcv,CSS3,VND,1,25000000,25000000,25000000
2026-06-22,topcv,Cache,VND,1,25000000,25000000,25000000
2026-06-22,topcv,ChatGPT API,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Civil 3d,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Cloud Computing (aws,USD,1,750,750,750
2026-06-22,topcv,Css,USD,1,750,750,750
2026-06-22,topcv,Css,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Cấu Trúc Dữ Liệu,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Data Structures And Algorithms,USD,1,750,750,750
2026-06-22,topcv,Database,VND,1,15500000,15500000,15500000
2026-06-22,topcv,Database SQL,VND,1,15500000,15500000,15500000
2026-06-22,topcv,Databases (sql,USD,1,750,750,750
2026-06-22,topcv,DevOps,USD,1,750,750,750
2026-06-22,topcv,Devops,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Docker,USD,1,750,750,750
2026-06-22,topcv,Docker,VND,2,22500000,12500000,32500000
2026-06-22,topcv,ERP,USD,1,750,750,750
2026-06-22,topcv,ES6,VND,1,25000000,25000000,25000000
2026-06-22,topcv,Elasticsearch),VND,1,17000000,17000000,17000000
2026-06-22,topcv,Emo,USD,1,750,750,750
2026-06-22,topcv,Frontend Technologies (html,USD,1,750,750,750
2026-06-22,topcv,GCP,VND,1,17000000,17000000,17000000
2026-06-22,topcv,Gcp),USD,1,750,750,750
2026-06-22,topcv,Giao tiếp,VND,2,21500000,18000000,25000000
2026-06-22,topcv,Git,VND,3,17000000,12500000,25000000
2026-06-22,topcv,Github,USD,1,750,750,750
2026-06-22,topcv,Giải quyết vấn đề,VND,1,25000000,25000000,25000000
2026-06-22,topcv,HTML5,VND,1,25000000,25000000,25000000
2026-06-22,topcv,Hiểu biết về BIM/CIM,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Hiểu biết về các phương pháp phát triển phần mềm,VND,1,18000000,18000000,18000000
2026-06-22,topcv,Html,VND,1,17000000,17000000,17000000
2026-06-22,topcv,IT Project Management,USD,1,900,900,900
2026-06-22,topcv,Infrastructure As Code (iac),VND,1,32500000,32500000,32500000
2026-06-22,topcv,Java,USD,1,750,750,750
2026-06-22,topcv,Java,VND,2,14500000,12000000,17000000
2026-06-22,topcv,JavaScript,USD,1,750,750,750
2026-06-22,topcv,JavaScript,VND,1,12000000,12000000,12000000
2026-06-22,topcv,Javascript,VND,3,17000000,12500000,25000000
2026-06-22,topcv,Javascript),USD,1,750,750,750
2026-06-22,topcv,Khả Năng Chịu Áp Lực,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Khả Năng Khắc Phục Sự Cố Phần Cứng,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Khả Năng Sửa Chữa Phần Cứng,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Khả năng giải quyết vấn đề,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Kinh Nghiệm Làm Việc Với Khách Hàng Nhật Bản,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Kinh nghiệm Autodesk APS,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Kinh nghiệm làm việc trên hệ thống kiểm soát lỗi phần mềm,VND,1,18000000,18000000,18000000
2026-06-22,topcv,Kinh nghiệm làm việc với API,VND,1,18000000,18000000,18000000
2026-06-22,topcv,Kinh nghiệm sử dụng AI,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Kiến Thức Ngành Xây Dựng,VND,1,24000000,24000000,24000000
2026-06-22,topcv,Kiến Thức Về Bảo Mật Thông Tin,VND,1,12500000,12500000,12500000
2026-06-22,topcv,Kiến Thức Về Mạng Máy Tính,VND,1,12500000,12500000,12500000
