week_start,source,skill,salary_currency,salary_count,salary_midpoint_median,salary_midpoint_min,salary_midpoint_max
2026-06-01,topcv,Viết tài liệu,VND,1,14500000,14500000,14500000
2026-06-01,topcv,Word,VND,1,18500000,18500000,18500000
2026-06-01,topcv,Xây Dựng Kế Hoạch Sản Phẩm,VND,2,16000000,16000000,16000000
2026-06-01,topcv,Xây Dựng Và Trình Bày Đề Xuất Kỹ Thuật (technical Proposal),VND,1,25000000,25000000,25000000
2026-06-01,topcv,Xây dựng mối quan hệ,VND,2,23750000,22500000,25000000
2026-06-01,topcv,Xử lý vấn đề,VND,1,15000000,15000000,15000000
2026-06-01,topcv,azure,VND,2,17500000,17500000,17500000
2026-06-01,topcv,chủ động,VND,1,14500000,14500000,14500000
2026-06-01,topcv,commit,VND,1,40000000,40000000,40000000
2026-06-01,topcv,connection pooling,VND,1,40000000,40000000,40000000
2026-06-01,topcv,database query,VND,1,40000000,40000000,40000000
2026-06-01,topcv,kỹ năng phân tích,VND,1,12500000,12500000,12500000
2026-06-01,topcv,mastercam,VND,1,13500000,13500000,13500000
2026-06-01,topcv,phân tích yêu cầu,VND,2,16000000,16000000,16000000
2026-06-01,topcv,playwright,VND,1,22500000,22500000,22500000
2026-06-01,topcv,rollback,VND,1,40000000,40000000,40000000
2026-06-01,topcv,sales B2G,VND,2,32500000,32500000,32500000
2026-06-01,topcv,thiết kế mạch,VND,1,18500000,18500000,18500000
2026-06-01,topcv,thầu,VND,2,32500000,32500000,32500000
2026-06-01,topcv,tổ chức,VND,1,15000000,15000000,15000000
2026-06-01,topcv,unit test,VND,1,40000000,40000000,40000000
2026-06-01,topcv,Điều Phối Dự Án It,VND,1,15000000,15000000,15000000
2026-06-01,topcv,Đàm phán,VND,3,32500000,22500000,32500000
2026-06-01,topcv,Đánh giá mức độ bug,VND,1,11500000,11500000,11500000
2026-06-01,topcv,Ưu tiên ứng viên sinh sống gần công ty,VND,1,12500000,12500000,12500000
2026-06-08,itviec,.NET,USD,6,1250,982,2000
2026-06-08,itviec,.Net Core,USD,1,1250,1250,1250
2026-06-08,itviec,AI,USD,4,1225,1150,1850
2026-06-08,itviec,API,USD,2,1500,1250,1750
2026-06-08,itviec,API,VND,1,30000000,30000000,30000000
2026-06-08,itviec,AWS,USD,7,1650,982,2000
2026-06-08,itviec,AWS,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Agile,USD,2,1066,982,1150
2026-06-08,itviec,Agile,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Android,USD,2,2750,2000,3500
2026-06-08,itviec,Angular,USD,4,1475,982,1650
2026-06-08,itviec,Angular,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Automation Test,VND,1,50000000,50000000,50000000
2026-06-08,itviec,Azure,USD,2,1291,982,1600
2026-06-08,itviec,Azure,VND,1,30000000,30000000,30000000
2026-06-08,itviec,BPMN,USD,1,1600,1600,1600
2026-06-08,itviec,Black box testing,USD,2,1050,600,1500
2026-06-08,itviec,Business Analysis,USD,2,1375,1150,1600
2026-06-08,itviec,C#,USD,4,1325,982,2000
2026-06-08,itviec,C++,USD,1,3500,3500,3500
2026-06-08,itviec,CSS,USD,2,1525,1400,1650
2026-06-08,itviec,Cloud,USD,3,1200,950,1650
2026-06-08,itviec,Dart,USD,1,2000,2000,2000
2026-06-08,itviec,Data Engineer,USD,1,2000,2000,2000
2026-06-08,itviec,Database,USD,1,1150,1150,1150
2026-06-08,itviec,Database,VND,1,30000000,30000000,30000000
2026-06-08,itviec,DevOps,USD,6,1500,982,2000
2026-06-08,itviec,DevOps,VND,2,40000000,30000000,50000000
2026-06-08,itviec,Docker,USD,10,1325,950,2000
2026-06-08,itviec,Docker,VND,2,40000000,30000000,50000000
2026-06-08,itviec,ERP,USD,1,1150,1150,1150
2026-06-08,itviec,Embedded,USD,1,3500,3500,3500
2026-06-08,itviec,Embedded Android,USD,1,3500,3500,3500
2026-06-08,itviec,English,USD,4,1400,950,2000
2026-06-08,itviec,Figma,USD,1,1600,1600,1600
2026-06-08,itviec,Flutter,USD,1,2000,2000,2000
2026-06-08,itviec,Fullstack,USD,3,1650,1250,2500
2026-06-08,itviec,GCP,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Git,USD,1,2000,2000,2000
2026-06-08,itviec,GitHub,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Go,USD,2,1225,1200,1250
2026-06-08,itviec,GraphQL,USD,1,1850,1850,1850
2026-06-08,itviec,HTML,USD,1,1400,1400,1400
2026-06-08,itviec,HTML5,USD,1,1650,1650,1650
2026-06-08,itviec,Hadoop,USD,1,2000,2000,2000
2026-06-08,itviec,IT Communication/Translation,USD,1,1750,1750,1750
2026-06-08,itviec,IT Support,USD,1,1150,1150,1150
2026-06-08,itviec,Integration test,USD,1,1500,1500,1500
2026-06-08,itviec,Internship Accepted,USD,2,500,400,600
2026-06-08,itviec,J2EE,VND,1,50000000,50000000,50000000
2026-06-08,itviec,JQuery,USD,1,2500,2500,2500
2026-06-08,itviec,JSON,USD,1,2000,2000,2000
2026-06-08,itviec,Java,USD,6,1700,1200,3500
2026-06-08,itviec,Java,VND,2,40000000,30000000,50000000
2026-06-08,itviec,JavaScript,USD,6,1600,1250,2500
2026-06-08,itviec,Jira,USD,1,1150,1150,1150
2026-06-08,itviec,Kafka,USD,1,1250,1250,1250
2026-06-08,itviec,Kotlin,USD,1,3500,3500,3500
2026-06-08,itviec,Kubernetes,USD,5,1250,982,1850
2026-06-08,itviec,Kubernetes,VND,2,40000000,30000000,50000000
2026-06-08,itviec,Linux,USD,1,950,950,950
2026-06-08,itviec,Microservices,USD,1,1250,1250,1250
2026-06-08,itviec,Mobile Apps,USD,1,750,750,750
2026-06-08,itviec,Mockups,USD,1,1600,1600,1600
2026-06-08,itviec,MongoDB,USD,4,1075,400,1850
2026-06-08,itviec,MongoDB,VND,2,40000000,30000000,50000000
2026-06-08,itviec,MySQL,USD,6,1400,400,2500
2026-06-08,itviec,MySQL,VND,1,30000000,30000000,30000000
2026-06-08,itviec,NestJS,USD,1,1550,1550,1550
2026-06-08,itviec,NestJS,VND,1,30000000,30000000,30000000
2026-06-08,itviec,NextJS,USD,3,1550,600,1650
2026-06-08,itviec,NextJS,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Node.js,USD,5,1550,600,1850
2026-06-08,itviec,Node.js,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Oracle,USD,2,1191,982,1400
2026-06-08,itviec,Oracle,VND,1,30000000,30000000,30000000
2026-06-08,itviec,PHP,USD,3,1650,1250,2500
2026-06-08,itviec,PL/SQL,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Playwright,VND,1,50000000,50000000,50000000
2026-06-08,itviec,PostgreSQL,USD,5,1250,600,1650
2026-06-08,itviec,PostgreSQL,VND,1,30000000,30000000,30000000
2026-06-08,itviec,Project Management,USD,1,1750,1750,1750
2026-06-08,itviec,Prompt Engineering,USD,1,1250,1250,1250
2026-06-08,itviec,Python,USD,6,1500,400,2000
2026-06-08,itviec,QA,USD,5,1500,600,1750
2026-06-08,itviec,QA QC,USD,1,750,750,750
2026-06-08,itviec,React,USD,4,1600,600,1650
2026-06-08,itviec,Redis,USD,3,1850,1250,2000
2026-06-08,itviec,SQL,USD,9,1400,400,2000
2026-06-08,itviec,SQL,VND,2,40000000,30000000,50000000
2026-06-08,itviec,Scrum,USD,2,1675,1600,1750
2026-06-08,itviec,Scrum,VND,1,50000000,50000000,50000000
2026-06-08,itviec,Selenium,VND,1,50000000,50000000,50000000
2026-06-08,itviec,Spark,USD,1,2000,2000,2000
2026-06-08,itviec,Spring Boot,USD,1,1400,1400,1400
2026-06-08,itviec,Spring Boot,VND,1,30000000,30000000,30000000
2026-06-08,itviec,System Admin,USD,1,950,950,950
2026-06-08,itviec,TestNG,USD,1,600,600,600
2026-06-08,itviec,Tester,USD,3,750,600,1500
2026-06-08,itviec,TypeScript,USD,2,1750,1650,1850
2026-06-08,itviec,TypeScript,VND,1,30000000,30000000,30000000
2026-06-08,itviec,UML,USD,1,1600,1600,1600
2026-06-08,itviec,Unit test,USD,1,600,600,600
2026-06-08,itviec,Usability testing,USD,1,1500,1500,1500
2026-06-08,itviec,User story,USD,1,1150,1150,1150
2026-06-08,itviec,Vue,USD,1,1650,1650,1650
2026-06-08,itviec,Web3.js,USD,1,1250,1250,1250
2026-06-08,itviec,White box testing,USD,2,1050,600,1500
2026-06-08,itviec,Wordpress,USD,1,1250,1250,1250
2026-06-08,itviec,iOS,USD,1,2000,2000,2000
2026-06-08,topcv,(unknown),VND,8,23500000,11000000,42500000
2026-06-08,topcv,...),VND,2,16000000,12500000,19500000
2026-06-08,topcv,.NET,VND,2,441250000,17500000,865000000
2026-06-08,topcv,3D,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Allen Bradley,VND,1,12500000,12500000,12500000
2026-06-08,topcv,Api Integration,VND,1,30000000,30000000,30000000
2026-06-08,topcv,AutoCAD,VND,2,17250000,15000000,19500000
2026-06-08,topcv,B2B,USD,1,1250,1250,1250
2026-06-08,topcv,Bacnet),VND,1,865000000,865000000,865000000
2026-06-08,topcv,Banking,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Business Development,VND,1,25000000,25000000,25000000
2026-06-08,topcv,Bốc Xếp Hàng Hóa,VND,1,9000000,9000000,9000000
2026-06-08,topcv,C#,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Closing Deals,VND,1,25000000,25000000,25000000
2026-06-08,topcv,Cẩn Thận,VND,1,9000000,9000000,9000000
2026-06-08,topcv,E-commerce,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Electrical Troubleshooting,VND,1,12500000,12500000,12500000
2026-06-08,topcv,Eurocode),VND,1,19500000,19500000,19500000
2026-06-08,topcv,Fintech,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Gia Công Cnc,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Giao Nhận Hàng Hóa,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Giao Tiếp Nối Tiếp (uart,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Giao tiếp,VND,2,20750000,11500000,30000000
2026-06-08,topcv,Giao tiếp rõ ràng,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Giải quyết vấn đề,VND,1,40000000,40000000,40000000
2026-06-08,topcv,Go,VND,1,28500000,28500000,28500000
2026-06-08,topcv,Hiểu Biết Về Quy Trình Phát Triển Phần Mềm,VND,1,7000000,7000000,7000000
2026-06-08,topcv,Hmi Configuration,VND,1,12500000,12500000,12500000
2026-06-08,topcv,I2c),VND,1,865000000,865000000,865000000
2026-06-08,topcv,Industrial Automation,VND,1,12500000,12500000,12500000
2026-06-08,topcv,Insurance,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Inventor,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Iso 9001 Hoặc Các Tiêu Chuẩn Chất Lượng Khác,VND,1,22500000,22500000,22500000
2026-06-08,topcv,Khả Năng Phân Tích Yêu Cầu,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kinh Nghiệm Bán Hàng B2b,USD,1,1250,1250,1250
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Công Cụ Triển Khai,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kinh Nghiệm Làm Việc Với Các Hệ Thống Khác Nhau,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kiến Thức Chuyên Môn Vững Chắc (trong Lĩnh Vực Hỗ Trợ),VND,1,12000000,12000000,12000000
2026-06-08,topcv,Kiến Thức Về Cơ Sở Dữ Liệu,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kiến Thức Về Hệ Điều Hành,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kiến Thức Về Kiểm Thử Phần Mềm,VND,1,7000000,7000000,7000000
2026-06-08,topcv,Kiến Thức Về Mạng (tcp Ip,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Kiến Thức Về Phần Mềm,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kiến Thức Về Tiêu Chuẩn Thiết Kế Kết Cấu Thép (vd: Aisc,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Kiến thức về bán hàng B2B,USD,1,1250,1250,1250
2026-06-08,topcv,Kiểm Kê Hàng Hóa,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Kiểm Soát Chất Lượng,VND,1,22500000,22500000,22500000
2026-06-08,topcv,Kiểm Tra Chất Lượng Hàng Hóa,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Kỹ Năng Giao Tiếp Tốt (viết Và Nói),VND,1,7000000,7000000,7000000
2026-06-08,topcv,Kỹ Năng Kiểm Thử Phần Mềm,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ Năng Marketing,VND,1,11500000,11500000,11500000
2026-06-08,topcv,Kỹ Năng Quản Lý Dự Án,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ Năng Triển Khai Phần Mềm,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ Năng Viết Tài Liệu,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ Năng Đào Tạo Người Dùng,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ Sư Kết Cấu Thép,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Kỹ năng giao tiếp,VND,2,14750000,12000000,17500000
2026-06-08,topcv,Kỹ năng giải quyết vấn đề,VND,2,14750000,12000000,17500000
2026-06-08,topcv,Kỹ năng làm việc nhóm,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Kỹ năng lắng nghe,VND,1,12000000,12000000,12000000
2026-06-08,topcv,Kỹ năng sư phạm,VND,1,12000000,12000000,12000000
2026-06-08,topcv,Làm việc độc lập,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Lập Trình Máy Phay Cnc,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Lập Trình Máy Tiện Cnc,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Microservices Architecture,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Modbus,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Negotiation,VND,1,25000000,25000000,25000000
2026-06-08,topcv,Nhanh nhẹn,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Omron,VND,1,12500000,12500000,12500000
2026-06-08,topcv,PHP,VND,1,7000000,7000000,7000000
2026-06-08,topcv,PLC,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Phân Tích Nghiệp Vụ,VND,2,35000000,30000000,40000000
2026-06-08,topcv,Phân Tích Rủi Ro,VND,1,40000000,40000000,40000000
2026-06-08,topcv,Phân Tích Thị Trường,USD,1,1250,1250,1250
2026-06-08,topcv,Phân tích dữ liệu,VND,1,22500000,22500000,22500000
2026-06-08,topcv,Phản Biện,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Phối Hợp Nhóm,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Plc Programming (siemens,VND,1,12500000,12500000,12500000
2026-06-08,topcv,QA,VND,2,22500000,15000000,30000000
2026-06-08,topcv,Quản Lý Kho,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Quản Lý Stakeholder,VND,1,40000000,40000000,40000000
2026-06-08,topcv,Reading Electrical Schematics,VND,1,12500000,12500000,12500000
2026-06-08,topcv,SQL,VND,1,17500000,17500000,17500000
2026-06-08,topcv,Sap2000,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Shop Drawing,VND,1,19500000,19500000,19500000
2026-06-08,topcv,SolidWorks,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Spi,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Stakeholder Management,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Steel Detailer,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Steel Modeling,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Strategic Planning,VND,1,25000000,25000000,25000000
2026-06-08,topcv,Structural Steel Detailer,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Sức Khỏe Tốt,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Sử Dụng Máy Tính Văn Phòng,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Sử Dụng Phần Mềm Quản Lý Kho,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Sử Dụng Phần Mềm Thiết Kế Kết Cấu (etabs,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Sử dụng Confluence,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Sử dụng Draw.io,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Sử dụng Figma,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Sử dụng Jira,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Tekla,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Tekla Structures,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Telecom Solution,USD,1,1250,1250,1250
2026-06-08,topcv,Tester,VND,3,15000000,12000000,28500000
2026-06-08,topcv,Thiết Kế Cơ Khí,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Thiết Kế Cơ Sở Dữ Liệu,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Thiết Kế Quy Trình,VND,1,40000000,40000000,40000000
2026-06-08,topcv,Thuyết trình,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Tinh Thần Trách Nhiệm,VND,1,865000000,865000000,865000000
2026-06-08,topcv,Triển Khai Bản Vẽ Kết Cấu Thép,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Triển khai bản vẽ kết cấu thép 2D,VND,1,19500000,19500000,19500000
2026-06-08,topcv,Trung thực,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Tuân Thủ Quy Trình,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Tìm kiếm khách hàng,USD,1,1250,1250,1250
2026-06-08,topcv,Tìm kiếm khách hàng,VND,1,11500000,11500000,11500000
2026-06-08,topcv,Tư duy hệ thống,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Tư duy logic,VND,1,30000000,30000000,30000000
2026-06-08,topcv,Tỉ Mỉ,VND,1,9000000,9000000,9000000
2026-06-08,topcv,Viết Tài Liệu Yêu Cầu,VND,1,30000000,30000000,30000000
2026-06-08,topcv,có trách nhiệm,VND,1,9000000,9000000,9000000
2026-06-08,topcv,hiểu biết về công nghệ,VND,1,40000000,40000000,40000000
2026-06-08,topcv,kỹ năng tư vấn,VND,1,17500000,17500000,17500000
2026-06-08,topcv,sắp xếp hàng hóa,VND,1,9000000,9000000,9000000
2026-06-08,topcv,thống kê,VND,1,22500000,22500000,22500000
2026-06-08,topcv,Đọc Hiểu Bản Vẽ Kỹ Thuật,VND,1,15000000,15000000,15000000
2026-06-08,topcv,Đọc Hiểu Chứng Từ,VND,1,9000000,9000000,9000000
2026-06-15,itviec,.NET,USD,6,1550,250,2250
2026-06-15,itviec,AI,USD,15,2250,1400,3000
2026-06-15,itviec,AI,VND,5,37500000,33500000,95000000
2026-06-15,itviec,API,USD,2,1710,1169,2250
2026-06-15,itviec,API,VND,2,29625000,17500000,41750000
2026-06-15,itviec,AWS,USD,9,1750,950,3000
2026-06-15,itviec,AWS,VND,4,53750000,32500000,95000000
2026-06-15,itviec,Agile,USD,2,812,575,1050
2026-06-15,itviec,Agile,VND,1,17500000,17500000,17500000
2026-06-15,itviec,Android,VND,1,75000000,75000000,75000000
2026-06-15,itviec,Angular,USD,2,2250,2250,2250
2026-06-15,itviec,Angular,VND,1,37500000,37500000,37500000
2026-06-15,itviec,Automation Test,USD,4,1075,1050,1350
2026-06-15,itviec,Azure,USD,9,2250,620,3000
2026-06-15,itviec,Azure,VND,2,85000000,75000000,95000000
2026-06-15,itviec,Bash Shell,VND,2,35000000,35000000,35000000
2026-06-15,itviec,Big Data,USD,3,3000,900,3000
2026-06-15,itviec,Blockchain,USD,1,1400,1400,1400
2026-06-15,itviec,Business Analysis,USD,3,2100,1050,2750
2026-06-15,itviec,C#,USD,5,1550,620,2250
2026-06-15,itviec,C++,USD,4,875,250,1500
2026-06-15,itviec,CRM,USD,2,2750,2750,2750
2026-06-15,itviec,CSS,USD,1,250,250,250
2026-06-15,itviec,Chinese,VND,1,41750000,41750000,41750000
2026-06-15,itviec,Cloud,USD,2,2750,2750,2750
2026-06-15,itviec,Cloud,VND,1,37500000,37500000,37500000
2026-06-15,itviec,DBT,USD,1,2250,2250,2250
2026-06-15,itviec,Data Analysis,USD,1,900,900,900
2026-06-15,itviec,Data Analysis,VND,1,30000000,30000000,30000000
2026-06-15,itviec,Data Engineer,USD,6,2000,900,3000
2026-06-15,itviec,Data Warehousing,USD,1,900,900,900
2026-06-15,itviec,Data modeling,USD,1,900,900,900
2026-06-15,itviec,Database,USD,2,250,250,250
2026-06-15,itviec,Deep Learning,USD,2,1500,1500,1500
2026-06-15,itviec,DevOps,USD,4,1050,620,1250
2026-06-15,itviec,Docker,USD,3,1500,950,1500
2026-06-15,itviec,Docker,VND,6,39625000,33500000,95000000
2026-06-15,itviec,ERP,USD,1,2750,2750,2750
2026-06-15,itviec,ERP,VND,2,80000000,80000000,80000000
2026-06-15,itviec,ETL,USD,3,3000,2250,3000
2026-06-15,itviec,English,USD,10,1700,1050,2800
2026-06-15,itviec,English,VND,3,80000000,41750000,80000000
2026-06-15,itviec,Figma,USD,1,1050,1050,1050
2026-06-15,itviec,Firebase,VND,1,30000000,30000000,30000000
2026-06-15,itviec,Fullstack,USD,1,1400,1400,1400
2026-06-15,itviec,Fullstack,VND,3,33500000,33500000,37500000
2026-06-15,itviec,GCP,USD,6,2750,1169,3000
2026-06-15,itviec,GCP,VND,2,85000000,75000000,95000000
2026-06-15,itviec,Games,VND,1,30000000,30000000,30000000
2026-06-15,itviec,Generative AI,USD,1,2750,2750,2750
2026-06-15,itviec,Git,USD,1,250,250,250
2026-06-15,itviec,GitHub,USD,1,620,620,620
2026-06-15,itviec,Go,USD,4,2175,1050,2750
2026-06-15,itviec,Go,VND,3,33500000,33500000,75000000
2026-06-15,itviec,HTML,USD,2,750,250,1250
2026-06-15,itviec,Hardware Troubleshooting,VND,2,35000000,35000000,35000000
2026-06-15,itviec,ISO 27001,USD,1,1650,1650,1650
2026-06-15,itviec,IT Audit,USD,1,1650,1650,1650
2026-06-15,itviec,Information Security,USD,1,1650,1650,1650
2026-06-15,itviec,Internship Accepted,USD,3,250,250,250
2026-06-15,itviec,JSON,USD,2,1750,1750,1750
2026-06-15,itviec,Japanese,USD,2,250,250,250
2026-06-15,itviec,Java,USD,4,1300,620,2800
2026-06-15,itviec,Java,VND,4,35500000,33500000,75000000
2026-06-15,itviec,JavaScript,USD,8,1050,250,2750
2026-06-15,itviec,JavaScript,VND,1,37500000,37500000,37500000
2026-06-15,itviec,Jira,USD,3,620,575,1050
2026-06-15,itviec,Jmeter,USD,1,1350,1350,1350
2026-06-15,itviec,Kafka,USD,1,2250,2250,2250
2026-06-15,itviec,Kotlin,VND,1,75000000,75000000,75000000
2026-06-15,itviec,Kubernetes,VND,2,85000000,75000000,95000000
2026-06-15,itviec,LLM,USD,2,1550,1550,1550
2026-06-15,itviec,LLM,VND,1,41750000,41750000,41750000
2026-06-15,itviec,Laravel,USD,1,950,950,950
2026-06-15,itviec,Leadership,USD,1,1100,1100,1100
2026-06-15,itviec,Leadership,VND,1,75000000,75000000,75000000
2026-06-15,itviec,Linux,VND,2,35000000,35000000,35000000
2026-06-15,itviec,Machine Learning,USD,4,1525,1500,1550
2026-06-15,itviec,Machine Learning,VND,2,68375000,41750000,95000000
2026-06-15,itviec,Microservices,USD,1,1600,1600,1600
2026-06-15,itviec,Mobile Apps,VND,1,30000000,30000000,30000000
2026-06-15,itviec,MongoDB,USD,2,1800,1350,2250
2026-06-15,itviec,MySQL,USD,4,1150,250,1600
2026-06-15,itviec,MySQL,VND,2,33500000,33500000,33500000
2026-06-15,itviec,NestJS,VND,2,32500000,32500000,32500000
2026-06-15,itviec,Node.js,USD,6,1500,575,2750
2026-06-15,itviec,Node.js,VND,4,33000000,32500000,33500000
2026-06-15,itviec,OOP,USD,3,250,250,250
2026-06-15,itviec,Odoo,VND,2,80000000,80000000,80000000
2026-06-15,itviec,Oracle,USD,1,1250,1250,1250
2026-06-15,itviec,PHP,USD,1,950,950,950
2026-06-15,itviec,Penetration Testing,USD,1,1100,1100,1100
2026-06-15,itviec,PostgreSQL,USD,6,1750,250,2250
2026-06-15,itviec,PostgreSQL,VND,7,33500000,32500000,80000000
2026-06-15,itviec,Postman,USD,2,985,620,1350
2026-06-15,itviec,Postman,VND,1,17500000,17500000,17500000
2026-06-15,itviec,Presale,USD,1,1169,1169,1169
2026-06-15,itviec,Product Management,USD,3,2100,1050,2750
2026-06-15,itviec,Product Owner,USD,2,2425,2100,2750
2026-06-15,itviec,Product Owner,VND,1,30000000,30000000,30000000
2026-06-15,itviec,Product strategy,USD,1,1050,1050,1050
2026-06-15,itviec,Project Management,USD,1,575,575,575
2026-06-15,itviec,PyTorch,USD,2,1500,1500,1500
2026-06-15,itviec,Python,USD,18,1750,620,3000
2026-06-15,itviec,Python,VND,8,38375000,33500000,95000000
2026-06-15,itviec,QA,USD,9,1350,620,2750
2026-06-15,itviec,QA,VND,1,17500000,17500000,17500000
2026-06-15,itviec,QA QC,USD,4,1425,620,1750
2026-06-15,itviec,QA QC,VND,1,17500000,17500000,17500000
2026-06-15,itviec,React,USD,8,1525,250,2750
2026-06-15,itviec,React,VND,3,37500000,32500000,75000000
2026-06-15,itviec,React Native,USD,1,1600,1600,1600
2026-06-15,itviec,Redis,USD,1,2250,2250,2250
2026-06-15,itviec,Redis,VND,3,33500000,33500000,41750000
2026-06-15,itviec,Risk Management,USD,1,1650,1650,1650
2026-06-15,itviec,SOLID Principles,USD,1,1350,1350,1350
2026-06-15,itviec,SQL,USD,16,1675,250,3000
2026-06-15,itviec,SQL,VND,2,46250000,17500000,75000000
2026-06-15,itviec,Scrum,VND,1,17500000,17500000,17500000
2026-06-15,itviec,Security,USD,1,2250,2250,2250
2026-06-15,itviec,Solution Architecture,USD,1,1169,1169,1169
2026-06-15,itviec,Solution Architecture,VND,2,80000000,80000000,80000000
2026-06-15,itviec,Spring Boot,USD,2,2075,1350,2800
2026-06-15,itviec,Spring Boot,VND,1,37500000,37500000,37500000
2026-06-15,itviec,Stakeholder management,USD,1,1169,1169,1169
2026-06-15,itviec,Swift,VND,1,75000000,75000000,75000000
2026-06-15,itviec,System Admin,VND,2,35000000,35000000,35000000
2026-06-15,itviec,System Architecture,USD,1,900,900,900
2026-06-15,itviec,Team Management,USD,2,1750,1750,1750
2026-06-15,itviec,Team Management,VND,1,75000000,75000000,75000000
2026-06-15,itviec,TensorFlow,USD,2,1500,1500,1500
2026-06-15,itviec,Tester,USD,4,1550,1100,1750
2026-06-15,itviec,Tester,VND,1,17500000,17500000,17500000
2026-06-15,itviec,TypeScript,USD,2,1750,1750,1750
2026-06-15,itviec,TypeScript,VND,2,53750000,32500000,75000000
2026-06-15,itviec,Unit test,USD,1,1350,1350,1350
2026-06-15,itviec,User flows,VND,1,30000000,30000000,30000000
2026-06-15,itviec,VMware,VND,2,35000000,35000000,35000000
2026-06-15,itviec,Vue,USD,2,600,250,950
2026-06-15,itviec,Vue,VND,2,56250000,37500000,75000000
2026-06-15,itviec,VueJS,USD,1,950,950,950
2026-06-15,itviec,VueJS,VND,1,37500000,37500000,37500000
2026-06-15,itviec,Windows,USD,2,250,250,250
2026-06-15,itviec,iOS,VND,1,75000000,75000000,75000000
2026-06-15,topcv,(unknown),VND,22,20000000,4000000,83500000
2026-06-15,topcv,.NET,VND,1,23000000,23000000,23000000
